	component_number	matrix_partition
2442	465	Borowiec2015_Best108OG379.fasta.aln_gene46
2443	465	Simion2017V2META14298-42-Calc_Hmm10-BMGE05
2444	465	Borowiec2015_Total1080OG379.fasta.aln_gene433
2445	466	Simion2017V2META11875-42-Calc_Hmm10-BMGE05
2446	466	Borowiec2015_Best108OG467.fasta.aln_gene57
2447	466	Borowiec2015_Total1080OG467.fasta.aln_gene528
2448	467	Borowiec2015_Best108OG557.fasta.aln_gene69
2449	467	Borowiec2015_Total1080OG557.fasta.aln_gene619
2450	467	Simion2017V2META12777-42-Calc_Hmm10-BMGE05
2451	468	Borowiec2015_Best108OG649.fasta.aln_gene82
2452	468	Simion2017V2META11271-1-42-Calc_Hmm10-BMGE05
2453	468	Borowiec2015_Total1080OG649.fasta.aln_gene714
2454	469	Borowiec2015_Total1080OG654.fasta.aln_gene720
2455	469	Borowiec2015_Best108OG654.fasta.aln_gene83
2456	469	Simion2017V2META15045-42-Calc_Hmm10-BMGE05
2457	470	Borowiec2015_Total1080OG66.fasta.aln_gene737
2458	470	Simion2017V2META10079-2-42-Calc_Hmm10-BMGE05
2459	470	Borowiec2015_Best108OG66.fasta.aln_gene84
2460	471	Simion2017V2META14921-42-Calc_Hmm10-BMGE05
2461	471	Borowiec2015_Total1080OG1019.fasta.aln_gene19
2462	471	Hejnol2009Tribe4152_0
2463	472	Borowiec2015_Total1080OG102.fasta.aln_gene27
2464	472	Simion2017V2META14832-42-Calc_Hmm10-BMGE05
2465	472	Hejnol2009Tribe1398_0
2466	473	Simion2017V2META13869-42-Calc_Hmm10-BMGE05
2467	473	Hejnol2009Tribe3854_0
2468	473	Borowiec2015_Total1080OG1021.fasta.aln_gene21
2469	474	Borowiec2015_Total1080OG1023.fasta.aln_gene22
2470	474	Simion2017V2META14538-42-Calc_Hmm10-BMGE05
2471	474	Hejnol2009Tribe1906_0
2472	475	Borowiec2015_Total1080OG1025.fasta.aln_gene24
2473	475	Simion2017V2META13836-42-Calc_Hmm10-BMGE05
2474	475	Hejnol2009Tribe4943_0
2475	476	Borowiec2015_Total1080OG1041.fasta.aln_gene38
2476	476	Hejnol2009Tribe5207_0
2477	476	Simion2017V2META14399-42-Calc_Hmm10-BMGE05
2478	477	Simion2017V2META14497-42-Calc_Hmm10-BMGE05
2479	477	Hejnol2009Tribe3323_0
2480	477	Borowiec2015_Total1080OG1042.fasta.aln_gene39
2481	478	Hejnol2009Tribe1784_0
2482	478	Borowiec2015_Total1080OG1050.fasta.aln_gene48
2483	478	Simion2017V2META17566-42-Calc_Hmm10-BMGE05
2484	479	Borowiec2015_Total1080OG1057.fasta.aln_gene53
2485	479	Simion2017V2META15368-42-Calc_Hmm10-BMGE05
2486	479	Hejnol2009Tribe4727_0
2487	480	Ryan2013_estgene27
2488	480	Ryan2013_estgene220
2489	480	Borowiec2015_Total1080OG1115.fasta.aln_gene107
2490	481	Borowiec2015_Total1080OG1116.fasta.aln_gene108
2491	481	Hejnol2009Tribe2454_0
2492	481	Simion2017V2META14594-42-Calc_Hmm10-BMGE05
2493	482	Simion2017V2META11305-2-42-Calc_Hmm10-BMGE05
2494	482	Simion2017V2META11305-1-42-Calc_Hmm10-BMGE05
2495	482	Borowiec2015_Total1080OG1122.fasta.aln_gene114
2496	483	Simion2017V2META11031-2-2-42-Calc_Hmm10-BMGE05
2497	483	Simion2017V2META11031-1-42-Calc_Hmm10-BMGE05
2498	483	Borowiec2015_Total1080OG1125.fasta.aln_gene116
2499	484	Simion2017V2META11066-2-42-Calc_Hmm10-BMGE05
2500	484	Ryan2013_estgene68
2501	484	Borowiec2015_Total1080OG1131.fasta.aln_gene123
2502	485	Ryan2013_estgene272
2503	485	Simion2017V2META13382-42-Calc_Hmm10-BMGE05
2504	485	Borowiec2015_Total1080OG1136.fasta.aln_gene128
2505	486	Whelan2015_D10Gene_0092
2506	486	Whelan2015_D1Gene_0092
2507	486	Borowiec2015_Total1080OG1145.fasta.aln_gene137
2508	487	Simion2017V2META11232-2-42-Calc_Hmm10-BMGE05
2509	487	Borowiec2015_Total1080OG1147.fasta.aln_gene139
2510	487	Chang2015pyrdehydroe1b
2511	488	Borowiec2015_Total1080OG115.fasta.aln_gene153
2512	488	Simion2017V2META10062-2-1-42-Calc_Hmm10-BMGE05
2513	488	Simion2017V2META10062-2-2-2-2-1-42-Calc_Hmm10-BMGE05
2514	489	Ryan2013_estgene22
2515	489	Borowiec2015_Total1080OG119.fasta.aln_gene159
2516	489	Simion2017V2META13680-42-Calc_Hmm10-BMGE05
2517	490	Whelan2017_fullSubset32_02
2518	490	Borowiec2015_Total1080OG124.fasta.aln_gene164
2519	490	Whelan2015_D1Gene_0522
2520	491	Ryan2013_estgene162
2521	491	Borowiec2015_Total1080OG125.fasta.aln_gene165
2522	491	Simion2017V2META12658-42-Calc_Hmm10-BMGE05
2523	492	Simion2017V2META10834-1-42-Calc_Hmm10-BMGE05
2524	492	Borowiec2015_Total1080OG13.fasta.aln_gene179
2525	492	Hejnol2009Tribe7278_0
2526	493	Borowiec2015_Total1080OG147.fasta.aln_gene186
2527	493	Simion2017V2META11764-2-42-Calc_Hmm10-BMGE05
2528	493	Hejnol2009Tribe2947_0
2529	494	Borowiec2015_Total1080OG152.fasta.aln_gene192
2530	494	Simion2017V2META13813-42-Calc_Hmm10-BMGE05
2531	494	Hejnol2009Tribe4109_0
2532	495	Nosenko2013_ribo_11057KOG1627
2533	495	Nosenko2013_ribo_14615KOG1627
2534	495	Borowiec2015_Total1080OG164.fasta.aln_gene205
2535	496	Borowiec2015_Total1080OG169.fasta.aln_gene208
2536	496	Ryan2013_estgene185
2537	496	Simion2017V2META14608-42-Calc_Hmm10-BMGE05
2538	497	Chang2015ef2
2539	497	Simion2017V2META12336-42-Calc_Hmm10-BMGE05
2540	497	Borowiec2015_Total1080OG178.fasta.aln_gene218
2541	498	Hejnol2009Tribe1869_0
2542	498	Borowiec2015_Total1080OG183.fasta.aln_gene224
2543	498	Simion2017V2META13011-42-Calc_Hmm10-BMGE05
2544	499	Ryan2013_estgene216
2545	499	Whelan2017_fullSubset8_02
2546	499	Borowiec2015_Total1080OG200.fasta.aln_gene243
2547	500	Borowiec2015_Total1080OG22.fasta.aln_gene274
2548	500	Hejnol2009Tribe1505_0
2549	500	Simion2017V2META14171-42-Calc_Hmm10-BMGE05
2550	501	Borowiec2015_Total1080OG223.fasta.aln_gene267
2551	501	Hejnol2009Tribe2349_0
2552	501	Simion2017V2META13196-42-Calc_Hmm10-BMGE05
2553	502	Borowiec2015_Total1080OG226.fasta.aln_gene270
2554	502	Simion2017V2META12309-42-Calc_Hmm10-BMGE05
2555	502	Hejnol2009Tribe2962_0
2556	503	Simion2017V2META13625-42-Calc_Hmm10-BMGE05
2557	503	Ryan2013_estgene389
2558	503	Borowiec2015_Total1080OG236.fasta.aln_gene281
2559	504	Borowiec2015_Total1080OG289.fasta.aln_gene338
2560	504	Borowiec2015_Total1080OG238.fasta.aln_gene283
2561	504	Simion2017V2META12974-42-Calc_Hmm10-BMGE05
2562	505	Hejnol2009Tribe2959_0
2563	505	Borowiec2015_Total1080OG241.fasta.aln_gene287
2564	505	Simion2017V2META12985-42-Calc_Hmm10-BMGE05
2565	506	Borowiec2015_Total1080OG252.fasta.aln_gene299
2566	506	Chang2015tribe320
2567	506	Dunn2008Tribe320
2568	507	Borowiec2015_Total1080OG267.fasta.aln_gene315
2569	507	Hejnol2009Tribe3207_0
2570	507	Simion2017V2META13631-42-Calc_Hmm10-BMGE05
2571	508	Borowiec2015_Total1080OG272.fasta.aln_gene320
2572	508	Whelan2015_D1Gene_0632
2573	508	Moroz2014_3d632
2574	509	Hejnol2009Tribe4185_0
2575	509	Simion2017V2META13955-42-Calc_Hmm10-BMGE05
2576	509	Borowiec2015_Total1080OG280.fasta.aln_gene329
2577	510	Hejnol2009Tribe4760_0
2578	510	Borowiec2015_Total1080OG283.fasta.aln_gene332
2579	510	Simion2017V2META16136-42-Calc_Hmm10-BMGE05
2580	511	Borowiec2015_Total1080OG284.fasta.aln_gene333
2581	511	Hejnol2009Tribe2849_0
2582	511	Simion2017V2META14953-42-Calc_Hmm10-BMGE05
2583	512	Borowiec2015_Total1080OG304.fasta.aln_gene355
2584	512	Simion2017V2META13445-42-Calc_Hmm10-BMGE05
2585	512	Hejnol2009Tribe2175_0
2586	513	Ryan2013_estgene66
2587	513	Borowiec2015_Total1080OG313.fasta.aln_gene365
2588	513	Dunn2008Tribe460
2589	514	Borowiec2015_Total1080OG320.fasta.aln_gene372
2590	514	Moroz2014_3d935
2591	514	Simion2017V2META13748-2-42-Calc_Hmm10-BMGE05
2592	515	Ryan2013_estgene400
2593	515	Borowiec2015_Total1080OG323.fasta.aln_gene375
2594	515	Hejnol2009Tribe2017_0
2595	516	Borowiec2015_Total1080OG328.fasta.aln_gene380
2596	516	Hejnol2009Tribe4938_0
2597	516	Simion2017V2META14022-42-Calc_Hmm10-BMGE05
2598	517	Hejnol2009Tribe2332_0
2599	517	Simion2017V2META13633-42-Calc_Hmm10-BMGE05
2600	517	Borowiec2015_Total1080OG331.fasta.aln_gene383
2601	518	Borowiec2015_Total1080OG333.fasta.aln_gene385
2602	518	Simion2017V2META14082-42-Calc_Hmm10-BMGE05
2603	518	Hejnol2009Tribe1404_0
2604	519	Borowiec2015_Total1080OG342.fasta.aln_gene395
2605	519	Simion2017V2META13010-42-Calc_Hmm10-BMGE05
2606	519	Ryan2013_estgene13
2607	520	Simion2017V2META14933-42-Calc_Hmm10-BMGE05
2608	520	Dunn2008Tribe532
2609	520	Borowiec2015_Total1080OG344.fasta.aln_gene397
2610	521	Borowiec2015_Total1080OG347.fasta.aln_gene400
2611	521	Simion2017V2META13611-42-Calc_Hmm10-BMGE05
2612	521	Ryan2013_estgene148
2613	522	Borowiec2015_Total1080OG348.fasta.aln_gene401
2614	522	Ryan2013_estgene322
2615	522	Simion2017V2META13788-42-Calc_Hmm10-BMGE05
2616	523	Simion2017V2META11295-1-42-Calc_Hmm10-BMGE05
2617	523	Borowiec2015_Total1080OG386.fasta.aln_gene441
2618	523	Ryan2013_estgene58
2619	524	Borowiec2015_Total1080OG388.fasta.aln_gene443
2620	524	Simion2017V2META15421-42-Calc_Hmm10-BMGE05
2621	524	Hejnol2009Tribe2592_0
2622	525	Borowiec2015_Total1080OG391.fasta.aln_gene447
2623	525	Simion2017V2META14974-42-Calc_Hmm10-BMGE05
2624	525	Hejnol2009Tribe2963_0
2625	526	Hejnol2009Tribe1286_0
2626	526	Borowiec2015_Total1080OG397.fasta.aln_gene453
2627	526	Dunn2008Tribe1006
2628	527	Borowiec2015_Total1080OG402.fasta.aln_gene460
2629	527	Simion2017V2META13470-42-Calc_Hmm10-BMGE05
2630	527	Hejnol2009Tribe2912_0
2631	528	Borowiec2015_Total1080OG418.fasta.aln_gene477
2632	528	Simion2017V2META11673-42-Calc_Hmm10-BMGE05
2633	528	Hejnol2009Tribe2647_0
2634	529	Hejnol2009Tribe3735_0
2635	529	Borowiec2015_Total1080OG433.fasta.aln_gene494
2636	529	Simion2017V2META14460-42-Calc_Hmm10-BMGE05
2637	530	Hejnol2009Tribe2054_0
2638	530	Borowiec2015_Total1080OG439.fasta.aln_gene499
2639	530	Simion2017V2META12678-42-Calc_Hmm10-BMGE05
2640	531	Borowiec2015_Total1080OG446.fasta.aln_gene507
2641	531	Simion2017V2META12435-42-Calc_Hmm10-BMGE05
2642	531	Hejnol2009Tribe2567_0
2643	532	Simion2017V2META12720-42-Calc_Hmm10-BMGE05
2644	532	Borowiec2015_Total1080OG447.fasta.aln_gene508
2645	532	Ryan2013_estgene186
2646	533	Simion2017V2META14086-42-Calc_Hmm10-BMGE05
2647	533	Hejnol2009Tribe1969_0
2648	533	Borowiec2015_Total1080OG449.fasta.aln_gene510
2649	534	Simion2017V2META15050-42-Calc_Hmm10-BMGE05
2650	534	Hejnol2009Tribe2977_0
2651	534	Borowiec2015_Total1080OG457.fasta.aln_gene519
2652	535	Borowiec2015_Total1080OG458.fasta.aln_gene520
2653	535	Ryan2013_estgene209
2654	535	Simion2017V2META14215-42-Calc_Hmm10-BMGE05
2655	536	Hejnol2009Tribe2554_0
2656	536	Borowiec2015_Total1080OG465.fasta.aln_gene526
2657	536	Simion2017V2META14619-42-Calc_Hmm10-BMGE05
2658	537	Borowiec2015_Total1080OG466.fasta.aln_gene527
2659	537	Hejnol2009Tribe2998_0
2660	537	Simion2017V2META13277-42-Calc_Hmm10-BMGE05
2661	538	Ryan2013_estgene54
2662	538	Borowiec2015_Total1080OG469.fasta.aln_gene530
2663	538	Hejnol2009Tribe2337_0
2664	539	Hejnol2009Tribe2127_0
2665	539	Borowiec2015_Total1080OG487.fasta.aln_gene550
2666	539	Ryan2013_estgene337
2667	540	Simion2017V2META12991-42-Calc_Hmm10-BMGE05
2668	540	Hejnol2009Tribe4271_0
2669	540	Borowiec2015_Total1080OG500.fasta.aln_gene565
2670	541	Moroz2014_3d866
2671	541	Simion2017V2META11713-42-Calc_Hmm10-BMGE05
2672	541	Borowiec2015_Total1080OG502.fasta.aln_gene567
2673	542	Hejnol2009Tribe3942_0
2674	542	Simion2017V2META15228-42-Calc_Hmm10-BMGE05
2675	542	Borowiec2015_Total1080OG503.fasta.aln_gene568
2676	543	Borowiec2015_Total1080OG505.fasta.aln_gene570
2677	543	Ryan2013_estgene281
2678	543	Hejnol2009Tribe2276_0
2679	544	Borowiec2015_Total1080OG514.fasta.aln_gene577
2680	544	Simion2017V2META13810-42-Calc_Hmm10-BMGE05
2681	544	Hejnol2009Tribe3781_0
2682	545	Borowiec2015_Total1080OG515.fasta.aln_gene578
2683	545	Ryan2013_estgene2
2684	545	Simion2017V2META11079-2-42-Calc_Hmm10-BMGE05
2685	546	Simion2017V2META14976-42-Calc_Hmm10-BMGE05
2686	546	Hejnol2009Tribe1950_0
2687	546	Borowiec2015_Total1080OG520.fasta.aln_gene584
2688	547	Borowiec2015_Total1080OG522.fasta.aln_gene586
2689	547	Hejnol2009Tribe589_0
2690	547	Ryan2013_estgene371
2691	548	Hejnol2009Tribe1927_0
2692	548	Simion2017V2META12793-42-Calc_Hmm10-BMGE05
2693	548	Borowiec2015_Total1080OG532.fasta.aln_gene595
2694	549	Simion2017V2META13715-42-Calc_Hmm10-BMGE05
2695	549	Hejnol2009Tribe3249_0
2696	549	Borowiec2015_Total1080OG537.fasta.aln_gene600
2697	550	Hejnol2009Tribe2149_0
2698	550	Borowiec2015_Total1080OG539.fasta.aln_gene602
2699	550	Simion2017V2META13455-42-Calc_Hmm10-BMGE05
2700	551	Borowiec2015_Total1080OG546.fasta.aln_gene610
2701	551	Whelan2017_strictSubset10
2702	551	Simion2017V2META13203-42-Calc_Hmm10-BMGE05
2703	552	Borowiec2015_Total1080OG551.fasta.aln_gene614
2704	552	Hejnol2009Tribe2210_0
2705	552	Simion2017V2META13225-42-Calc_Hmm10-BMGE05
2706	553	Borowiec2015_Total1080OG558.fasta.aln_gene620
2707	553	Hejnol2009Tribe4356_0
2708	553	Simion2017V2META13929-42-Calc_Hmm10-BMGE05
2709	554	Borowiec2015_Total1080OG564.fasta.aln_gene626
2710	554	Hejnol2009Tribe2360_0
2711	554	Simion2017V2META15241-42-Calc_Hmm10-BMGE05
2712	555	Borowiec2015_Total1080OG571.fasta.aln_gene634
2713	555	Hejnol2009Tribe2377_0
2714	555	Simion2017V2META13825-42-Calc_Hmm10-BMGE05
2715	556	Borowiec2015_Total1080OG578.fasta.aln_gene641
2716	556	Hejnol2009Tribe3270_0
2717	556	Simion2017V2META16512-42-Calc_Hmm10-BMGE05
2718	557	Ryan2013_estgene304
2719	557	Borowiec2015_Total1080OG583.fasta.aln_gene647
2720	557	Simion2017V2META14776-42-Calc_Hmm10-BMGE05
2721	558	Hejnol2009Tribe4165_0
2722	558	Simion2017V2META15341-42-Calc_Hmm10-BMGE05
2723	558	Borowiec2015_Total1080OG586.fasta.aln_gene650
2724	559	Simion2017V2META14611-42-Calc_Hmm10-BMGE05
2725	559	Hejnol2009Tribe2137_0
2726	559	Borowiec2015_Total1080OG590.fasta.aln_gene655
2727	560	Borowiec2015_Total1080OG592.fasta.aln_gene657
2728	560	Simion2017V2META13462-42-Calc_Hmm10-BMGE05
2729	560	Hejnol2009Tribe3026_0
2730	561	Simion2017V2META13422-42-Calc_Hmm10-BMGE05
2731	561	Hejnol2009Tribe2161_0
2732	561	Borowiec2015_Total1080OG599.fasta.aln_gene664
2733	562	Whelan2017_fullSubset10_06
2734	562	Borowiec2015_Total1080OG60.fasta.aln_gene677
2735	562	Whelan2015_D1Gene_0442
2736	563	Simion2017V2META14882-42-Calc_Hmm10-BMGE05
2737	563	Borowiec2015_Total1080OG601.fasta.aln_gene668
2738	563	Hejnol2009Tribe4870_0
2739	564	Borowiec2015_Total1080OG603.fasta.aln_gene670
2740	564	Simion2017V2META14161-42-Calc_Hmm10-BMGE05
2741	564	Hejnol2009Tribe3455_0
2742	565	Borowiec2015_Total1080OG608.fasta.aln_gene675
2743	565	Simion2017V2META14544-42-Calc_Hmm10-BMGE05
2744	565	Hejnol2009Tribe3093_0
2745	566	Hejnol2009Tribe2221_0
2746	566	Simion2017V2META15359-42-Calc_Hmm10-BMGE05
2747	566	Borowiec2015_Total1080OG609.fasta.aln_gene676
2748	567	Borowiec2015_Total1080OG612.fasta.aln_gene679
2749	567	Hejnol2009Tribe2549_0
2750	567	Simion2017V2META13731-42-Calc_Hmm10-BMGE05
2751	568	Hejnol2009Tribe2198_0
2752	568	Borowiec2015_Total1080OG618.fasta.aln_gene684
2753	568	Simion2017V2META16781-42-Calc_Hmm10-BMGE05
2754	569	Simion2017V2META14605-42-Calc_Hmm10-BMGE05
2755	569	Hejnol2009Tribe3041_0
2756	569	Borowiec2015_Total1080OG634.fasta.aln_gene699
2757	570	Simion2017V2META14489-42-Calc_Hmm10-BMGE05
2758	570	Hejnol2009Tribe3520_0
2759	570	Borowiec2015_Total1080OG636.fasta.aln_gene701
2760	571	Borowiec2015_Total1080OG643.fasta.aln_gene708
2761	571	Hejnol2009Tribe2610_0
2762	571	Simion2017V2META14919-42-Calc_Hmm10-BMGE05
2763	572	Simion2017V2META15807-42-Calc_Hmm10-BMGE05
2764	572	Hejnol2009Tribe2520_0
2765	572	Borowiec2015_Total1080OG651.fasta.aln_gene717
2766	573	Simion2017V2META14057-42-Calc_Hmm10-BMGE05
2767	573	Ryan2013_estgene122
2768	573	Borowiec2015_Total1080OG658.fasta.aln_gene724
2769	574	Simion2017V2META14352-42-Calc_Hmm10-BMGE05
2770	574	Hejnol2009Tribe3687_0
2771	574	Borowiec2015_Total1080OG659.fasta.aln_gene725
2772	575	Simion2017V2META13730-42-Calc_Hmm10-BMGE05
2773	575	Hejnol2009Tribe3741_0
2774	575	Borowiec2015_Total1080OG662.fasta.aln_gene729
2775	576	Borowiec2015_Total1080OG666.fasta.aln_gene733
2776	576	Ryan2013_estgene67
2777	576	Simion2017V2META13676-42-Calc_Hmm10-BMGE05
2778	577	Borowiec2015_Total1080OG68.fasta.aln_gene759
2779	577	Ryan2013_estgene108
2780	577	Simion2017V2META13508-42-Calc_Hmm10-BMGE05
2781	578	Borowiec2015_Total1080OG681.fasta.aln_gene750
2782	578	Hejnol2009Tribe2458_0
2783	578	Simion2017V2META13428-42-Calc_Hmm10-BMGE05
2784	579	Borowiec2015_Total1080OG688.fasta.aln_gene757
2785	579	Hejnol2009Tribe3123_0
2786	579	Simion2017V2META15683-42-Calc_Hmm10-BMGE05
2787	580	Simion2017V2META14946-42-Calc_Hmm10-BMGE05
2788	580	Borowiec2015_Total1080OG692.fasta.aln_gene762
2789	580	Hejnol2009Tribe2307_0
2790	581	Hejnol2009Tribe1928_0
2791	581	Simion2017V2META16134-42-Calc_Hmm10-BMGE05
2792	581	Borowiec2015_Total1080OG700.fasta.aln_gene772
2793	582	Hejnol2009Tribe3587_0
2794	582	Borowiec2015_Total1080OG711.fasta.aln_gene783
2795	582	Simion2017V2META14915-42-Calc_Hmm10-BMGE05
2796	583	Ryan2013_estgene358
2797	583	Borowiec2015_Total1080OG72.fasta.aln_gene802
2798	583	Simion2017V2META10033-1-42-Calc_Hmm10-BMGE05
2799	584	Hejnol2009Tribe4521_0
2800	584	Borowiec2015_Total1080OG720.fasta.aln_gene793
2801	584	Simion2017V2META16963-42-Calc_Hmm10-BMGE05
2802	585	Borowiec2015_Total1080OG728.fasta.aln_gene800
2803	585	Simion2017V2META16023-42-Calc_Hmm10-BMGE05
2804	585	Hejnol2009Tribe4819_0
2805	586	Simion2017V2META14791-42-Calc_Hmm10-BMGE05
2806	586	Hejnol2009Tribe2450_0
2807	586	Borowiec2015_Total1080OG733.fasta.aln_gene806
2808	587	Chang2015pace5
2809	587	Borowiec2015_Total1080OG737.fasta.aln_gene809
2810	587	Hejnol2009Tribe2105_0
2811	588	Ryan2013_estgene380
2812	588	Hejnol2009Tribe1483_0
2813	588	Borowiec2015_Total1080OG738.fasta.aln_gene810
2814	589	Chang2015w09c
2815	589	Borowiec2015_Total1080OG740.fasta.aln_gene813
2816	589	Ryan2013_estgene87
2817	590	Borowiec2015_Total1080OG742.fasta.aln_gene815
2818	590	Hejnol2009Tribe2309_0
2819	590	Simion2017V2META15676-42-Calc_Hmm10-BMGE05
2820	591	Simion2017V2META12641-42-Calc_Hmm10-BMGE05
2821	591	Borowiec2015_Total1080OG743.fasta.aln_gene816
2822	591	Hejnol2009Tribe1580_0
2823	592	Borowiec2015_Total1080OG756.fasta.aln_gene830
2824	592	Simion2017V2META13442-42-Calc_Hmm10-BMGE05
2825	592	Hejnol2009Tribe2494_0
2826	593	Simion2017V2META14614-42-Calc_Hmm10-BMGE05
2827	593	Hejnol2009Tribe4147_0
2828	593	Borowiec2015_Total1080OG767.fasta.aln_gene842
2829	594	Borowiec2015_Total1080OG769.fasta.aln_gene844
2830	594	Hejnol2009Tribe1734_0
2831	594	Ryan2013_estgene399
2832	595	Hejnol2009Tribe1571_0
2833	595	Dunn2008Tribe1378
2834	595	Borowiec2015_Total1080OG771.fasta.aln_gene847
2835	596	Simion2017V2META14834-42-Calc_Hmm10-BMGE05
2836	596	Hejnol2009Tribe1972_0
2837	596	Borowiec2015_Total1080OG779.fasta.aln_gene854
2838	597	Hejnol2009Tribe1830_0
2839	597	Simion2017V2META14599-42-Calc_Hmm10-BMGE05
2840	597	Borowiec2015_Total1080OG782.fasta.aln_gene858
2841	598	Borowiec2015_Total1080OG789.fasta.aln_gene865
2842	598	Hejnol2009Tribe3977_0
2843	598	Simion2017V2META14445-42-Calc_Hmm10-BMGE05
2844	599	Hejnol2009Tribe3017_0
2845	599	Simion2017V2META14165-42-Calc_Hmm10-BMGE05
2846	599	Borowiec2015_Total1080OG790.fasta.aln_gene867
2847	600	Hejnol2009Tribe2381_0
2848	600	Borowiec2015_Total1080OG791.fasta.aln_gene868
2849	600	Simion2017V2META14889-42-Calc_Hmm10-BMGE05
2850	601	Hejnol2009Tribe4201_0
2851	601	Simion2017V2META15803-42-Calc_Hmm10-BMGE05
2852	601	Borowiec2015_Total1080OG797.fasta.aln_gene873
2853	602	Simion2017V2META15435-42-Calc_Hmm10-BMGE05
2854	602	Borowiec2015_Total1080OG80.fasta.aln_gene888
2855	602	Hejnol2009Tribe4616_0
2856	603	Hejnol2009Tribe1961_0
2857	603	Borowiec2015_Total1080OG805.fasta.aln_gene883
2858	603	Simion2017V2META14166-42-Calc_Hmm10-BMGE05
2859	604	Hejnol2009Tribe1159_0
2860	604	Borowiec2015_Total1080OG806.fasta.aln_gene884
2861	604	Dunn2008Tribe927
2862	605	Borowiec2015_Total1080OG809.fasta.aln_gene887
2863	605	Hejnol2009Tribe5653_0
2864	605	Simion2017V2META13600-42-Calc_Hmm10-BMGE05
2865	606	Borowiec2015_Total1080OG822.fasta.aln_gene902
2866	606	Hejnol2009Tribe4074_0
2867	606	Simion2017V2META15266-42-Calc_Hmm10-BMGE05
2868	607	Simion2017V2META15532-42-Calc_Hmm10-BMGE05
2869	607	Borowiec2015_Total1080OG826.fasta.aln_gene906
2870	607	Ryan2013_estgene226
2871	608	Borowiec2015_Total1080OG842.fasta.aln_gene923
2872	608	Simion2017V2META14412-42-Calc_Hmm10-BMGE05
2873	608	Hejnol2009Tribe3126_0
2874	609	Simion2017V2META14975-42-Calc_Hmm10-BMGE05
2875	609	Ryan2013_estgene230
2876	609	Borowiec2015_Total1080OG845.fasta.aln_gene926
2877	610	Hejnol2009Tribe3416_0
2878	610	Borowiec2015_Total1080OG849.fasta.aln_gene929
2879	610	Simion2017V2META13404-42-Calc_Hmm10-BMGE05
2880	611	Borowiec2015_Total1080OG853.fasta.aln_gene934
2881	611	Hejnol2009Tribe1608_0
2882	611	Ryan2013_estgene115
2883	612	Borowiec2015_Total1080OG856.fasta.aln_gene936
2884	612	Simion2017V2META15692-42-Calc_Hmm10-BMGE05
2885	612	Hejnol2009Tribe4023_0
2886	613	Borowiec2015_Total1080OG858.fasta.aln_gene938
2887	613	Simion2017V2META15048-42-Calc_Hmm10-BMGE05
2888	613	Hejnol2009Tribe2033_0
2889	614	Hejnol2009Tribe3667_0
2890	614	Borowiec2015_Total1080OG869.fasta.aln_gene950
2891	614	Simion2017V2META13544-42-Calc_Hmm10-BMGE05
2892	615	Borowiec2015_Total1080OG870.fasta.aln_gene952
2893	615	Hejnol2009Tribe2876_0
2894	615	Simion2017V2META15342-42-Calc_Hmm10-BMGE05
2895	616	Borowiec2015_Total1080OG879.fasta.aln_gene961
2896	616	Hejnol2009Tribe2796_0
2897	616	Simion2017V2META14615-42-Calc_Hmm10-BMGE05
2898	617	Borowiec2015_Total1080OG881.fasta.aln_gene964
2899	617	Hejnol2009Tribe2794_0
2900	617	Simion2017V2META15998-42-Calc_Hmm10-BMGE05
2901	618	Borowiec2015_Total1080OG887.fasta.aln_gene970
2902	618	Hejnol2009Tribe1677_0
2903	618	Simion2017V2META13386-42-Calc_Hmm10-BMGE05
2904	619	Simion2017V2META13757-42-Calc_Hmm10-BMGE05
2905	619	Borowiec2015_Total1080OG893.fasta.aln_gene977
2906	619	Hejnol2009Tribe6187_0
2907	620	Hejnol2009Tribe2950_0
2908	620	Simion2017V2META13349-42-Calc_Hmm10-BMGE05
2909	620	Borowiec2015_Total1080OG896.fasta.aln_gene980
2910	621	Simion2017V2META14755-42-Calc_Hmm10-BMGE05
2911	621	Hejnol2009Tribe4168_0
2912	621	Borowiec2015_Total1080OG902.fasta.aln_gene988
2913	622	Simion2017V2META15237-42-Calc_Hmm10-BMGE05
2914	622	Borowiec2015_Total1080OG918.fasta.aln_gene1003
2915	622	Hejnol2009Tribe5463_0
2916	623	Simion2017V2META13574-42-Calc_Hmm10-BMGE05
2917	623	Hejnol2009Tribe3482_0
2918	623	Borowiec2015_Total1080OG921.fasta.aln_gene1007
2919	624	Hejnol2009Tribe3280_0
2920	624	Borowiec2015_Total1080OG930.fasta.aln_gene1015
2921	624	Simion2017V2META15630-42-Calc_Hmm10-BMGE05
2922	625	Borowiec2015_Total1080OG940.fasta.aln_gene1025
2923	625	Hejnol2009Tribe1675_0
2924	625	Simion2017V2META14087-42-Calc_Hmm10-BMGE05
2925	626	Dunn2008Tribe613
2926	626	Borowiec2015_Total1080OG943.fasta.aln_gene1028
2927	626	Ryan2013_estgene328
2928	627	Hejnol2009Tribe1601_0
2929	627	Borowiec2015_Total1080OG971.fasta.aln_gene1056
2930	627	Simion2017V2META14936-42-Calc_Hmm10-BMGE05
2931	628	Hejnol2009Tribe5045_0
2932	628	Borowiec2015_Total1080OG977.fasta.aln_gene1061
2933	628	Simion2017V2META14004-42-Calc_Hmm10-BMGE05
2934	629	Hejnol2009Tribe2620_0
